Date, Price,offtake pre-tax,tax,extra tax,offtake,injection,,
1/07/2018 0:00,45.28,0.071,0.10458,0.0132,0.18878,0.03,,
1/07/2018 1:00,39,0.064,0.10458,0.0132,0.18178,0.024,,
1/07/2018 2:00,31.2,0.055,0.10458,0.0132,0.17278,0.018,,
1/07/2018 3:00,22.12,0.045,0.10458,0.0132,0.16278,0.01,,
1/07/2018 4:00,23.42,0.047,0.10458,0.0132,0.16478,0.012,,
1/07/2018 5:00,21.44,0.044,0.10458,0.0132,0.16178,0.01,,
1/07/2018 6:00,34.3,0.059,0.10458,0.0132,0.17678,0.021,,
1/07/2018 7:00,37.4,0.062,0.10458,0.0132,0.17978,0.023,,
1/07/2018 8:00,32.4,0.057,0.10458,0.0132,0.17478,0.019,,
1/07/2018 9:00,37.7,0.062,0.10458,0.0132,0.17978,0.023,,
1/07/2018 10:00,32.4,0.057,0.10458,0.0132,0.17478,0.019,,
1/07/2018 11:00,35.65,0.06,0.10458,0.0132,0.17778,0.022,,
1/07/2018 12:00,39,0.064,0.10458,0.0132,0.18178,0.024,,
1/07/2018 13:00,35.1,0.06,0.10458,0.0132,0.17778,0.021,,
1/07/2018 14:00,39,0.064,0.10458,0.0132,0.18178,0.024,,
1/07/2018 15:00,30,0.054,0.10458,0.0132,0.17178,0.017,,
1/07/2018 16:00,37.4,0.062,0.10458,0.0132,0.17978,0.023,,
1/07/2018 17:00,44.77,0.07,0.10458,0.0132,0.18778,0.029,,
1/07/2018 18:00,45.29,0.071,0.10458,0.0132,0.18878,0.03,,
1/07/2018 19:00,48.37,0.074,0.10458,0.0132,0.19178,0.032,,
1/07/2018 20:00,50.52,0.077,0.10458,0.0132,0.19478,0.034,,
1/07/2018 21:00,48.6,0.075,0.10458,0.0132,0.19278,0.032,,
1/07/2018 22:00,57.8,0.085,0.10458,0.0132,0.20278,0.04,,
1/07/2018 23:00,49.96,0.076,0.10458,0.0132,0.19378,0.033,,
2/07/2018 0:00,48.7,0.075,0.10458,0.0132,0.19278,0.032,,
2/07/2018 1:00,41.16,0.066,0.10458,0.0132,0.18378,0.026,,
2/07/2018 2:00,38.4,0.063,0.10458,0.0132,0.18078,0.024,,
2/07/2018 3:00,38.03,0.063,0.10458,0.0132,0.18078,0.024,,
2/07/2018 4:00,38.08,0.063,0.10458,0.0132,0.18078,0.024,,
2/07/2018 5:00,39.07,0.064,0.10458,0.0132,0.18178,0.024,,
2/07/2018 6:00,49.49,0.076,0.10458,0.0132,0.19378,0.033,,
2/07/2018 7:00,55.95,0.083,0.10458,0.0132,0.20078,0.038,,
2/07/2018 8:00,54.92,0.082,0.10458,0.0132,0.19978,0.038,,
2/07/2018 9:00,60.22,0.088,0.10458,0.0132,0.20578,0.042,,
2/07/2018 10:00,63.68,0.091,0.10458,0.0132,0.20878,0.045,,
2/07/2018 11:00,65.58,0.094,0.10458,0.0132,0.21178,0.046,,
2/07/2018 12:00,64.6,0.093,0.10458,0.0132,0.21078,0.046,,
2/07/2018 13:00,61.75,0.089,0.10458,0.0132,0.20678,0.043,,
2/07/2018 14:00,60.82,0.088,0.10458,0.0132,0.20578,0.042,,
2/07/2018 15:00,63.07,0.091,0.10458,0.0132,0.20878,0.044,,
2/07/2018 16:00,64.7,0.093,0.10458,0.0132,0.21078,0.046,,
2/07/2018 17:00,63.5,0.091,0.10458,0.0132,0.20878,0.045,,
2/07/2018 18:00,60.71,0.088,0.10458,0.0132,0.20578,0.042,,
2/07/2018 19:00,61.87,0.089,0.10458,0.0132,0.20678,0.043,,
2/07/2018 20:00,59.02,0.086,0.10458,0.0132,0.20378,0.041,,
2/07/2018 21:00,54.96,0.082,0.10458,0.0132,0.19978,0.038,,
2/07/2018 22:00,54.5,0.081,0.10458,0.0132,0.19878,0.037,,
2/07/2018 23:00,50.55,0.077,0.10458,0.0132,0.19478,0.034,,
3/07/2018 0:00,42.23,0.068,0.10458,0.0132,0.18578,0.027,,
3/07/2018 1:00,41.44,0.067,0.10458,0.0132,0.18478,0.026,,
3/07/2018 2:00,41.71,0.067,0.10458,0.0132,0.18478,0.027,,
3/07/2018 3:00,42.38,0.068,0.10458,0.0132,0.18578,0.027,,
3/07/2018 4:00,43.02,0.068,0.10458,0.0132,0.18578,0.028,,
3/07/2018 5:00,44.2,0.07,0.10458,0.0132,0.18778,0.029,,
3/07/2018 6:00,50.24,0.076,0.10458,0.0132,0.19378,0.034,,
3/07/2018 7:00,58,0.085,0.10458,0.0132,0.20278,0.04,,
3/07/2018 8:00,61.89,0.089,0.10458,0.0132,0.20678,0.043,,
3/07/2018 9:00,62.56,0.09,0.10458,0.0132,0.20778,0.044,,
3/07/2018 10:00,62.52,0.09,0.10458,0.0132,0.20778,0.044,,
3/07/2018 11:00,62.57,0.09,0.10458,0.0132,0.20778,0.044,,
3/07/2018 12:00,62.8,0.091,0.10458,0.0132,0.20878,0.044,,
3/07/2018 13:00,62.26,0.09,0.10458,0.0132,0.20778,0.044,,
3/07/2018 14:00,64.5,0.092,0.10458,0.0132,0.20978,0.045,,
3/07/2018 15:00,65.31,0.093,0.10458,0.0132,0.21078,0.046,,
3/07/2018 16:00,67.4,0.096,0.10458,0.0132,0.21378,0.048,,
3/07/2018 17:00,76.37,0.106,0.10458,0.0132,0.22378,0.055,,
3/07/2018 18:00,76.59,0.106,0.10458,0.0132,0.22378,0.055,,
3/07/2018 19:00,65.27,0.093,0.10458,0.0132,0.21078,0.046,,
3/07/2018 20:00,63.03,0.091,0.10458,0.0132,0.20878,0.044,,
3/07/2018 21:00,62.59,0.09,0.10458,0.0132,0.20778,0.044,,
3/07/2018 22:00,63.95,0.092,0.10458,0.0132,0.20978,0.045,,
3/07/2018 23:00,60.35,0.088,0.10458,0.0132,0.20578,0.042,,
4/07/2018 0:00,48,0.074,0.10458,0.0132,0.19178,0.032,,
4/07/2018 1:00,46.23,0.072,0.10458,0.0132,0.18978,0.03,,
4/07/2018 2:00,45.8,0.072,0.10458,0.0132,0.18978,0.03,,
4/07/2018 3:00,44.99,0.071,0.10458,0.0132,0.18878,0.029,,
4/07/2018 4:00,45.44,0.071,0.10458,0.0132,0.18878,0.03,,
4/07/2018 5:00,46.26,0.072,0.10458,0.0132,0.18978,0.03,,
4/07/2018 6:00,52.55,0.079,0.10458,0.0132,0.19678,0.036,,
4/07/2018 7:00,59.98,0.087,0.10458,0.0132,0.20478,0.042,,
4/07/2018 8:00,62.64,0.09,0.10458,0.0132,0.20778,0.044,,
4/07/2018 9:00,70,0.099,0.10458,0.0132,0.21678,0.05,,
4/07/2018 10:00,73.23,0.102,0.10458,0.0132,0.21978,0.053,,
4/07/2018 11:00,70,0.099,0.10458,0.0132,0.21678,0.05,,
4/07/2018 12:00,71.36,0.1,0.10458,0.0132,0.21778,0.051,,
4/07/2018 13:00,71.22,0.1,0.10458,0.0132,0.21778,0.051,,
4/07/2018 14:00,71.31,0.1,0.10458,0.0132,0.21778,0.051,,
4/07/2018 15:00,68.48,0.097,0.10458,0.0132,0.21478,0.049,,
4/07/2018 16:00,69.9,0.098,0.10458,0.0132,0.21578,0.05,,
4/07/2018 17:00,81,0.111,0.10458,0.0132,0.22878,0.059,,
4/07/2018 18:00,64.08,0.092,0.10458,0.0132,0.20978,0.045,,
4/07/2018 19:00,60.38,0.088,0.10458,0.0132,0.20578,0.042,,
4/07/2018 20:00,59.93,0.087,0.10458,0.0132,0.20478,0.042,,
4/07/2018 21:00,58.58,0.086,0.10458,0.0132,0.20378,0.041,,
4/07/2018 22:00,61.61,0.089,0.10458,0.0132,0.20678,0.043,,
4/07/2018 23:00,58.05,0.085,0.10458,0.0132,0.20278,0.04,,
5/07/2018 0:00,53.57,0.08,0.10458,0.0132,0.19778,0.036,,
5/07/2018 1:00,45.48,0.071,0.10458,0.0132,0.18878,0.03,,
5/07/2018 2:00,44.31,0.07,0.10458,0.0132,0.18778,0.029,,
5/07/2018 3:00,42.99,0.068,0.10458,0.0132,0.18578,0.028,,
5/07/2018 4:00,43.11,0.069,0.10458,0.0132,0.18678,0.028,,
5/07/2018 5:00,44.65,0.07,0.10458,0.0132,0.18778,0.029,,
5/07/2018 6:00,51.89,0.078,0.10458,0.0132,0.19578,0.035,,
5/07/2018 7:00,57.71,0.085,0.10458,0.0132,0.20278,0.04,,
5/07/2018 8:00,61.21,0.089,0.10458,0.0132,0.20678,0.043,,
5/07/2018 9:00,61.16,0.089,0.10458,0.0132,0.20678,0.043,,
5/07/2018 10:00,60.99,0.088,0.10458,0.0132,0.20578,0.043,,
5/07/2018 11:00,60.74,0.088,0.10458,0.0132,0.20578,0.042,,
5/07/2018 12:00,60,0.087,0.10458,0.0132,0.20478,0.042,,
5/07/2018 13:00,61.23,0.089,0.10458,0.0132,0.20678,0.043,,
5/07/2018 14:00,58.38,0.086,0.10458,0.0132,0.20378,0.04,,
5/07/2018 15:00,55.32,0.082,0.10458,0.0132,0.19978,0.038,,
5/07/2018 16:00,55.08,0.082,0.10458,0.0132,0.19978,0.038,,
5/07/2018 17:00,73.68,0.103,0.10458,0.0132,0.22078,0.053,,
5/07/2018 18:00,68.64,0.097,0.10458,0.0132,0.21478,0.049,,
5/07/2018 19:00,67.6,0.096,0.10458,0.0132,0.21378,0.048,,
5/07/2018 20:00,65,0.093,0.10458,0.0132,0.21078,0.046,,
5/07/2018 21:00,53.79,0.08,0.10458,0.0132,0.19778,0.037,,
5/07/2018 22:00,63.89,0.092,0.10458,0.0132,0.20978,0.045,,
5/07/2018 23:00,61.9,0.09,0.10458,0.0132,0.20778,0.043,,
6/07/2018 0:00,48.39,0.074,0.10458,0.0132,0.19178,0.032,,
6/07/2018 1:00,42.98,0.068,0.10458,0.0132,0.18578,0.028,,
6/07/2018 2:00,42.06,0.067,0.10458,0.0132,0.18478,0.027,,
6/07/2018 3:00,41.83,0.067,0.10458,0.0132,0.18478,0.027,,
6/07/2018 4:00,42,0.067,0.10458,0.0132,0.18478,0.027,,
6/07/2018 5:00,41.92,0.067,0.10458,0.0132,0.18478,0.027,,
6/07/2018 6:00,50.1,0.076,0.10458,0.0132,0.19378,0.034,,
6/07/2018 7:00,55.01,0.082,0.10458,0.0132,0.19978,0.038,,
6/07/2018 8:00,56.6,0.084,0.10458,0.0132,0.20178,0.039,,
6/07/2018 9:00,64.82,0.093,0.10458,0.0132,0.21078,0.046,,
6/07/2018 10:00,64.5,0.092,0.10458,0.0132,0.20978,0.045,,
6/07/2018 11:00,61.58,0.089,0.10458,0.0132,0.20678,0.043,,
6/07/2018 12:00,60.14,0.088,0.10458,0.0132,0.20578,0.042,,
6/07/2018 13:00,54.98,0.082,0.10458,0.0132,0.19978,0.038,,
6/07/2018 14:00,57.78,0.085,0.10458,0.0132,0.20278,0.04,,
6/07/2018 15:00,54.98,0.082,0.10458,0.0132,0.19978,0.038,,
6/07/2018 16:00,52.68,0.079,0.10458,0.0132,0.19678,0.036,,
6/07/2018 17:00,59.5,0.087,0.10458,0.0132,0.20478,0.041,,
6/07/2018 18:00,68.5,0.097,0.10458,0.0132,0.21478,0.049,,
6/07/2018 19:00,66.55,0.095,0.10458,0.0132,0.21278,0.047,,
6/07/2018 20:00,54,0.081,0.10458,0.0132,0.19878,0.037,,
6/07/2018 21:00,50.57,0.077,0.10458,0.0132,0.19478,0.034,,
6/07/2018 22:00,65.98,0.094,0.10458,0.0132,0.21178,0.047,,
6/07/2018 23:00,60.1,0.087,0.10458,0.0132,0.20478,0.042,,
7/07/2018 0:00,47.71,0.074,0.10458,0.0132,0.19178,0.032,,
7/07/2018 1:00,45.8,0.072,0.10458,0.0132,0.18978,0.03,,
7/07/2018 2:00,41.6,0.067,0.10458,0.0132,0.18478,0.027,,
7/07/2018 3:00,41.4,0.067,0.10458,0.0132,0.18478,0.026,,
7/07/2018 4:00,45.39,0.071,0.10458,0.0132,0.18878,0.03,,
7/07/2018 5:00,44.6,0.07,0.10458,0.0132,0.18778,0.029,,
7/07/2018 6:00,41.4,0.067,0.10458,0.0132,0.18478,0.026,,
7/07/2018 7:00,41.4,0.067,0.10458,0.0132,0.18478,0.026,,
7/07/2018 8:00,43.49,0.069,0.10458,0.0132,0.18678,0.028,,
7/07/2018 9:00,47.52,0.073,0.10458,0.0132,0.19078,0.031,,
7/07/2018 10:00,57.12,0.084,0.10458,0.0132,0.20178,0.039,,
7/07/2018 11:00,49.9,0.076,0.10458,0.0132,0.19378,0.033,,
7/07/2018 12:00,51.55,0.078,0.10458,0.0132,0.19578,0.035,,
7/07/2018 13:00,50.88,0.077,0.10458,0.0132,0.19478,0.034,,
7/07/2018 14:00,53.48,0.08,0.10458,0.0132,0.19778,0.036,,
7/07/2018 15:00,48.22,0.074,0.10458,0.0132,0.19178,0.032,,
7/07/2018 16:00,51.57,0.078,0.10458,0.0132,0.19578,0.035,,
7/07/2018 17:00,53.3,0.08,0.10458,0.0132,0.19778,0.036,,
7/07/2018 18:00,55.73,0.083,0.10458,0.0132,0.20078,0.038,,
7/07/2018 19:00,69.9,0.098,0.10458,0.0132,0.21578,0.05,,
7/07/2018 20:00,64.9,0.093,0.10458,0.0132,0.21078,0.046,,
7/07/2018 21:00,46.95,0.073,0.10458,0.0132,0.19078,0.031,,
7/07/2018 22:00,61.31,0.089,0.10458,0.0132,0.20678,0.043,,
7/07/2018 23:00,60.89,0.088,0.10458,0.0132,0.20578,0.042,,
8/07/2018 0:00,49.85,0.076,0.10458,0.0132,0.19378,0.033,,
8/07/2018 1:00,41.4,0.067,0.10458,0.0132,0.18478,0.026,,
8/07/2018 2:00,41.8,0.067,0.10458,0.0132,0.18478,0.027,,
8/07/2018 3:00,38.2,0.063,0.10458,0.0132,0.18078,0.024,,
8/07/2018 4:00,39,0.064,0.10458,0.0132,0.18178,0.024,,
8/07/2018 5:00,38.2,0.063,0.10458,0.0132,0.18078,0.024,,
8/07/2018 6:00,30.69,0.055,0.10458,0.0132,0.17278,0.018,,
8/07/2018 7:00,32.69,0.057,0.10458,0.0132,0.17478,0.019,,
8/07/2018 8:00,33.71,0.058,0.10458,0.0132,0.17578,0.02,,
8/07/2018 9:00,35,0.059,0.10458,0.0132,0.17678,0.021,,
8/07/2018 10:00,39.9,0.065,0.10458,0.0132,0.18278,0.025,,
8/07/2018 11:00,35,0.059,0.10458,0.0132,0.17678,0.021,,
8/07/2018 12:00,39.9,0.065,0.10458,0.0132,0.18278,0.025,,
8/07/2018 13:00,35.75,0.06,0.10458,0.0132,0.17778,0.022,,
8/07/2018 14:00,35.1,0.06,0.10458,0.0132,0.17778,0.021,,
8/07/2018 15:00,32.4,0.057,0.10458,0.0132,0.17478,0.019,,
8/07/2018 16:00,29.9,0.054,0.10458,0.0132,0.17178,0.017,,
8/07/2018 17:00,37.4,0.062,0.10458,0.0132,0.17978,0.023,,
8/07/2018 18:00,43.71,0.069,0.10458,0.0132,0.18678,0.028,,
8/07/2018 19:00,50.17,0.076,0.10458,0.0132,0.19378,0.034,,
8/07/2018 20:00,50.1,0.076,0.10458,0.0132,0.19378,0.034,,
8/07/2018 21:00,50,0.076,0.10458,0.0132,0.19378,0.033,,
8/07/2018 22:00,71.9,0.101,0.10458,0.0132,0.21878,0.052,,
8/07/2018 23:00,70.15,0.099,0.10458,0.0132,0.21678,0.05,,
9/07/2018 0:00,71.07,0.1,0.10458,0.0132,0.21778,0.051,,
9/07/2018 1:00,49.08,0.075,0.10458,0.0132,0.19278,0.033,,
9/07/2018 2:00,45.44,0.071,0.10458,0.0132,0.18878,0.03,,
9/07/2018 3:00,42.7,0.068,0.10458,0.0132,0.18578,0.027,,
9/07/2018 4:00,43.2,0.069,0.10458,0.0132,0.18678,0.028,,
9/07/2018 5:00,43.2,0.069,0.10458,0.0132,0.18678,0.028,,
9/07/2018 6:00,50.14,0.076,0.10458,0.0132,0.19378,0.034,,
9/07/2018 7:00,53.52,0.08,0.10458,0.0132,0.19778,0.036,,
9/07/2018 8:00,54.71,0.081,0.10458,0.0132,0.19878,0.037,,
9/07/2018 9:00,59.9,0.087,0.10458,0.0132,0.20478,0.042,,
9/07/2018 10:00,59.34,0.087,0.10458,0.0132,0.20478,0.041,,
9/07/2018 11:00,58.96,0.086,0.10458,0.0132,0.20378,0.041,,
9/07/2018 12:00,56.53,0.084,0.10458,0.0132,0.20178,0.039,,
9/07/2018 13:00,58.89,0.086,0.10458,0.0132,0.20378,0.041,,
9/07/2018 14:00,57.2,0.084,0.10458,0.0132,0.20178,0.039,,
9/07/2018 15:00,52.39,0.079,0.10458,0.0132,0.19678,0.035,,
9/07/2018 16:00,52.42,0.079,0.10458,0.0132,0.19678,0.035,,
9/07/2018 17:00,52.58,0.079,0.10458,0.0132,0.19678,0.036,,
9/07/2018 18:00,53,0.08,0.10458,0.0132,0.19778,0.036,,
9/07/2018 19:00,60.22,0.088,0.10458,0.0132,0.20578,0.042,,
9/07/2018 20:00,53.49,0.08,0.10458,0.0132,0.19778,0.036,,
9/07/2018 21:00,51.94,0.078,0.10458,0.0132,0.19578,0.035,,
9/07/2018 22:00,52.59,0.079,0.10458,0.0132,0.19678,0.036,,
9/07/2018 23:00,49.37,0.076,0.10458,0.0132,0.19378,0.033,,
10/07/2018 0:00,43.98,0.069,0.10458,0.0132,0.18678,0.028,,
10/07/2018 1:00,43.3,0.069,0.10458,0.0132,0.18678,0.028,,
10/07/2018 2:00,44.78,0.07,0.10458,0.0132,0.18778,0.029,,
10/07/2018 3:00,43.28,0.069,0.10458,0.0132,0.18678,0.028,,
10/07/2018 4:00,41.7,0.067,0.10458,0.0132,0.18478,0.027,,
10/07/2018 5:00,44.54,0.07,0.10458,0.0132,0.18778,0.029,,
10/07/2018 6:00,50.61,0.077,0.10458,0.0132,0.19478,0.034,,
10/07/2018 7:00,56.82,0.084,0.10458,0.0132,0.20178,0.039,,
10/07/2018 8:00,58.34,0.086,0.10458,0.0132,0.20378,0.04,,
10/07/2018 9:00,58.9,0.086,0.10458,0.0132,0.20378,0.041,,
10/07/2018 10:00,58.41,0.086,0.10458,0.0132,0.20378,0.04,,
10/07/2018 11:00,58.26,0.085,0.10458,0.0132,0.20278,0.04,,
10/07/2018 12:00,57.32,0.084,0.10458,0.0132,0.20178,0.039,,
10/07/2018 13:00,57.02,0.084,0.10458,0.0132,0.20178,0.039,,
10/07/2018 14:00,55.97,0.083,0.10458,0.0132,0.20078,0.038,,
10/07/2018 15:00,55.15,0.082,0.10458,0.0132,0.19978,0.038,,
10/07/2018 16:00,54.37,0.081,0.10458,0.0132,0.19878,0.037,,
10/07/2018 17:00,56,0.083,0.10458,0.0132,0.20078,0.038,,
10/07/2018 18:00,57.05,0.084,0.10458,0.0132,0.20178,0.039,,
10/07/2018 19:00,57.5,0.085,0.10458,0.0132,0.20278,0.04,,
10/07/2018 20:00,56.08,0.083,0.10458,0.0132,0.20078,0.038,,
10/07/2018 21:00,54.75,0.082,0.10458,0.0132,0.19978,0.037,,
10/07/2018 22:00,55.99,0.083,0.10458,0.0132,0.20078,0.038,,
10/07/2018 23:00,50.69,0.077,0.10458,0.0132,0.19478,0.034,,
11/07/2018 0:00,45.5,0.071,0.10458,0.0132,0.18878,0.03,,
11/07/2018 1:00,47.47,0.073,0.10458,0.0132,0.19078,0.031,,
11/07/2018 2:00,44.17,0.07,0.10458,0.0132,0.18778,0.029,,
11/07/2018 3:00,43.9,0.069,0.10458,0.0132,0.18678,0.028,,
11/07/2018 4:00,43.39,0.069,0.10458,0.0132,0.18678,0.028,,
11/07/2018 5:00,43.8,0.069,0.10458,0.0132,0.18678,0.028,,
11/07/2018 6:00,51.44,0.078,0.10458,0.0132,0.19578,0.035,,
11/07/2018 7:00,56.99,0.084,0.10458,0.0132,0.20178,0.039,,
11/07/2018 8:00,57.51,0.085,0.10458,0.0132,0.20278,0.04,,
11/07/2018 9:00,57.75,0.085,0.10458,0.0132,0.20278,0.04,,
11/07/2018 10:00,56.94,0.084,0.10458,0.0132,0.20178,0.039,,
11/07/2018 11:00,56.69,0.084,0.10458,0.0132,0.20178,0.039,,
11/07/2018 12:00,55.99,0.083,0.10458,0.0132,0.20078,0.038,,
11/07/2018 13:00,54.99,0.082,0.10458,0.0132,0.19978,0.038,,
11/07/2018 14:00,53.67,0.08,0.10458,0.0132,0.19778,0.036,,
11/07/2018 15:00,52.38,0.079,0.10458,0.0132,0.19678,0.035,,
11/07/2018 16:00,52.66,0.079,0.10458,0.0132,0.19678,0.036,,
11/07/2018 17:00,55.23,0.082,0.10458,0.0132,0.19978,0.038,,
11/07/2018 18:00,56.91,0.084,0.10458,0.0132,0.20178,0.039,,
11/07/2018 19:00,57.77,0.085,0.10458,0.0132,0.20278,0.04,,
11/07/2018 20:00,56.85,0.084,0.10458,0.0132,0.20178,0.039,,
11/07/2018 21:00,55.54,0.082,0.10458,0.0132,0.19978,0.038,,
11/07/2018 22:00,55.65,0.083,0.10458,0.0132,0.20078,0.038,,
11/07/2018 23:00,51.58,0.078,0.10458,0.0132,0.19578,0.035,,
12/07/2018 0:00,48.77,0.075,0.10458,0.0132,0.19278,0.032,,
12/07/2018 1:00,46.1,0.072,0.10458,0.0132,0.18978,0.03,,
12/07/2018 2:00,47.51,0.073,0.10458,0.0132,0.19078,0.031,,
12/07/2018 3:00,45.02,0.071,0.10458,0.0132,0.18878,0.029,,
12/07/2018 4:00,44.43,0.07,0.10458,0.0132,0.18778,0.029,,
12/07/2018 5:00,44.49,0.07,0.10458,0.0132,0.18778,0.029,,
12/07/2018 6:00,51.05,0.077,0.10458,0.0132,0.19478,0.034,,
12/07/2018 7:00,57.94,0.085,0.10458,0.0132,0.20278,0.04,,
12/07/2018 8:00,58.9,0.086,0.10458,0.0132,0.20378,0.041,,
12/07/2018 9:00,56.97,0.084,0.10458,0.0132,0.20178,0.039,,
12/07/2018 10:00,58.31,0.085,0.10458,0.0132,0.20278,0.04,,
12/07/2018 11:00,58.3,0.085,0.10458,0.0132,0.20278,0.04,,
12/07/2018 12:00,56.51,0.083,0.10458,0.0132,0.20078,0.039,,
12/07/2018 13:00,54.92,0.082,0.10458,0.0132,0.19978,0.038,,
12/07/2018 14:00,53.93,0.081,0.10458,0.0132,0.19878,0.037,,
12/07/2018 15:00,53.35,0.08,0.10458,0.0132,0.19778,0.036,,
12/07/2018 16:00,53.46,0.08,0.10458,0.0132,0.19778,0.036,,
12/07/2018 17:00,55.44,0.082,0.10458,0.0132,0.19978,0.038,,
12/07/2018 18:00,56.32,0.083,0.10458,0.0132,0.20078,0.039,,
12/07/2018 19:00,58.64,0.086,0.10458,0.0132,0.20378,0.041,,
12/07/2018 20:00,57.07,0.084,0.10458,0.0132,0.20178,0.039,,
12/07/2018 21:00,55.92,0.083,0.10458,0.0132,0.20078,0.038,,
12/07/2018 22:00,54.85,0.082,0.10458,0.0132,0.19978,0.037,,
12/07/2018 23:00,51.16,0.078,0.10458,0.0132,0.19578,0.034,,
13/07/2018 0:00,49.32,0.075,0.10458,0.0132,0.19278,0.033,,
13/07/2018 1:00,43.91,0.069,0.10458,0.0132,0.18678,0.028,,
13/07/2018 2:00,43.14,0.069,0.10458,0.0132,0.18678,0.028,,
13/07/2018 3:00,43.21,0.069,0.10458,0.0132,0.18678,0.028,,
13/07/2018 4:00,43.5,0.069,0.10458,0.0132,0.18678,0.028,,
13/07/2018 5:00,44.17,0.07,0.10458,0.0132,0.18778,0.029,,
13/07/2018 6:00,51.79,0.078,0.10458,0.0132,0.19578,0.035,,
13/07/2018 7:00,57.69,0.085,0.10458,0.0132,0.20278,0.04,,
13/07/2018 8:00,57.98,0.085,0.10458,0.0132,0.20278,0.04,,
13/07/2018 9:00,56.53,0.084,0.10458,0.0132,0.20178,0.039,,
13/07/2018 10:00,55,0.082,0.10458,0.0132,0.19978,0.038,,
13/07/2018 11:00,56,0.083,0.10458,0.0132,0.20078,0.038,,
13/07/2018 12:00,52.38,0.079,0.10458,0.0132,0.19678,0.035,,
13/07/2018 13:00,55.83,0.083,0.10458,0.0132,0.20078,0.038,,
13/07/2018 14:00,51.7,0.078,0.10458,0.0132,0.19578,0.035,,
13/07/2018 15:00,51.47,0.078,0.10458,0.0132,0.19578,0.035,,
13/07/2018 16:00,51.11,0.077,0.10458,0.0132,0.19478,0.034,,
13/07/2018 17:00,55.71,0.083,0.10458,0.0132,0.20078,0.038,,
13/07/2018 18:00,55.85,0.083,0.10458,0.0132,0.20078,0.038,,
13/07/2018 19:00,57.96,0.085,0.10458,0.0132,0.20278,0.04,,
13/07/2018 20:00,56.37,0.083,0.10458,0.0132,0.20078,0.039,,
13/07/2018 21:00,55.1,0.082,0.10458,0.0132,0.19978,0.038,,
13/07/2018 22:00,62.67,0.09,0.10458,0.0132,0.20778,0.044,,
13/07/2018 23:00,53.64,0.08,0.10458,0.0132,0.19778,0.036,,
14/07/2018 0:00,53.9,0.081,0.10458,0.0132,0.19878,0.037,,
14/07/2018 1:00,50,0.076,0.10458,0.0132,0.19378,0.033,,
14/07/2018 2:00,48.19,0.074,0.10458,0.0132,0.19178,0.032,,
14/07/2018 3:00,45.3,0.071,0.10458,0.0132,0.18878,0.03,,
14/07/2018 4:00,43.42,0.069,0.10458,0.0132,0.18678,0.028,,
14/07/2018 5:00,42.49,0.068,0.10458,0.0132,0.18578,0.027,,
14/07/2018 6:00,43.06,0.068,0.10458,0.0132,0.18578,0.028,,
14/07/2018 7:00,48.18,0.074,0.10458,0.0132,0.19178,0.032,,
14/07/2018 8:00,51.25,0.078,0.10458,0.0132,0.19578,0.034,,
14/07/2018 9:00,51.22,0.078,0.10458,0.0132,0.19578,0.034,,
14/07/2018 10:00,50.97,0.077,0.10458,0.0132,0.19478,0.034,,
14/07/2018 11:00,50.95,0.077,0.10458,0.0132,0.19478,0.034,,
14/07/2018 12:00,50.38,0.077,0.10458,0.0132,0.19478,0.034,,
14/07/2018 13:00,44.9,0.071,0.10458,0.0132,0.18878,0.029,,
14/07/2018 14:00,43.64,0.069,0.10458,0.0132,0.18678,0.028,,
14/07/2018 15:00,42.29,0.068,0.10458,0.0132,0.18578,0.027,,
14/07/2018 16:00,47.1,0.073,0.10458,0.0132,0.19078,0.031,,
14/07/2018 17:00,48.72,0.075,0.10458,0.0132,0.19278,0.032,,
14/07/2018 18:00,55.22,0.082,0.10458,0.0132,0.19978,0.038,,
14/07/2018 19:00,56.12,0.083,0.10458,0.0132,0.20078,0.039,,
14/07/2018 20:00,59.9,0.087,0.10458,0.0132,0.20478,0.042,,
14/07/2018 21:00,56.01,0.083,0.10458,0.0132,0.20078,0.038,,
14/07/2018 22:00,62.16,0.09,0.10458,0.0132,0.20778,0.043,,
14/07/2018 23:00,61.22,0.089,0.10458,0.0132,0.20678,0.043,,
15/07/2018 0:00,49.82,0.076,0.10458,0.0132,0.19378,0.033,,
15/07/2018 1:00,47.64,0.074,0.10458,0.0132,0.19178,0.032,,
15/07/2018 2:00,45.01,0.071,0.10458,0.0132,0.18878,0.029,,
15/07/2018 3:00,42.41,0.068,0.10458,0.0132,0.18578,0.027,,
15/07/2018 4:00,42.29,0.068,0.10458,0.0132,0.18578,0.027,,
15/07/2018 5:00,42.4,0.068,0.10458,0.0132,0.18578,0.027,,
15/07/2018 6:00,41.49,0.067,0.10458,0.0132,0.18478,0.026,,
15/07/2018 7:00,42.24,0.068,0.10458,0.0132,0.18578,0.027,,
15/07/2018 8:00,42.25,0.068,0.10458,0.0132,0.18578,0.027,,
15/07/2018 9:00,43.36,0.069,0.10458,0.0132,0.18678,0.028,,
15/07/2018 10:00,42.14,0.067,0.10458,0.0132,0.18478,0.027,,
15/07/2018 11:00,43.09,0.068,0.10458,0.0132,0.18578,0.028,,
15/07/2018 12:00,50.7,0.077,0.10458,0.0132,0.19478,0.034,,
15/07/2018 13:00,44.24,0.07,0.10458,0.0132,0.18778,0.029,,
